strain	Molecule ChEMBL ID	NAME	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pIC50	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties
Serratia	CHEMBL1631674	STK029744	0	420,68	1	5,84	42-25	O=C(Nc1ccc(Cl)c(C(=O)c2ccc(Cl)cc2)c1)c1cc(Cl)ccc1O	MIC	'='	38,0	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632144	STK997609	0	537,62	2	8,31	42-50	O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(Cl)cc(Br)c1O	MIC	'='	29,8	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631675	DA-24641	0	532,02	2	7,27	42-16	O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	30,1	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632109	C13H7N3O6	0	301,21	0	1,32	49-7	O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc([N+](=O)[O-])o1	MIC	'='	106,2	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632111	STK136002	0	350,29	0	3,64	49-9	O=C(Nc1cccc(-c2nc3ncccc3o2)c1)c1ccc([N+](=O)[O-])o1	MIC	'='	91,4	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632133	STK008078	0	464,78	1	7,83	42-37	Cc1ccc(C(C)C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(Cl)cc(Cl)c2O)c1	MIC	'='	34,4	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632138	HMS641I18	0	676,08	2	8,11	42-43	O=C(Nc1cc(Cl)ccc1Oc1ccc(Cl)c2ccccc12)c1cc(I)cc(I)c1O	MIC	'='	23,7	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632140	CHEMBL1632140	0	513,81	2	6,05	42-46	O=C(Nc1ccc(S(=O)(=O)c2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	MIC	'='	31,1	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631665	6149-62-8	0	405,47	0	4,82	42-4	O=C(Nc1ccc(Cl)cc1)c1cc(Br)cc(Br)c1O	MIC	'='	39,5	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632135	HMS640B21	0	582,08	2	8,42	42-40	O=C(Nc1ccc(Oc2cc3ccccc3cc2Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	27,5	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632136	HMS640D21	0	537,62	2	8,31	42-41	O=C(Nc1cc(Cl)ccc1Oc1ccc(Cl)c2ccccc12)c1cc(Cl)cc(Br)c1O	MIC	'='	29,8	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632147	STK526175	0	583,06	2	7,82	42-53	O=C(Nc1ccc(Oc2ccc(Cl)c3cccnc23)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	27,4	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1419414	BDBM77589	0	350,29	0	3,64	49-17	O=C(Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccc([N+](=O)[O-])o1	MIC	'='	91,4	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631664	ZINC1920185	0	385,46	1	5,91	42-3	O=C(Nc1cc(Cl)c(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	MIC	'='	41,5	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631667	STK837441	0	351,02	1	5,26	42-6	O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)cc(Cl)c1O	MIC	'='	45,6	nM	7,3				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632107	F1358-0690	0	295,28	0	1,86	49-5	CNC(=O)c1ccsc1NC(=O)c1ccc([N+](=O)[O-])o1	MIC	'='	108,4	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632146	CHEMBL1632146	0	627,51	2	7,93	42-52	O=C(Nc1ccc(Oc2ccc(Cl)c3cccnc23)c(Br)c1)c1cc(Br)cc(Br)c1O	MIC	'='	25,5	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632105	F1298-0757	0	407,4	0	2,58	49-2	CCOC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(C)=O)C2	MIC	'='	78,5	nM	7,1				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL291338	3,3',4',5-TETRACHLOROSALICYLANILIDE	4	351,02	1	5,26	42-2	O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	MIC	'='	45,6	nM	7,3				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631674	STK029744	0	420,68	1	5,84	42-25	O=C(Nc1ccc(Cl)c(C(=O)c2ccc(Cl)cc2)c1)c1cc(Cl)ccc1O	MIC	'='	38,0	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632124	ZINC1919959	0	588,48	2	6,82	42-28	O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(Br)cc(Br)c2O)ccc1Br	MIC	'='	27,2	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632121	ZINC762964	0	471,75	1	5,41	42-23	O=C(Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1Cl)c1cc(Cl)ccc1O	MIC	'='	33,9	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632130	HMS640H04	0	509,23	2	7,94	42-34	Cc1ccc(C(C)C)cc1Oc1ccc(Cl)cc1NC(=O)c1cc(Cl)cc(Br)c1O	MIC	'='	31,4	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632143	ZINC2055956	0	582,08	2	8,42	42-49	O=C(Nc1cc(Cl)ccc1Oc1cccc2c(Br)cccc12)c1cc(Cl)cc(Br)c1O	MIC	'='	27,5	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632141	STK070239	0	582,08	2	8,42	42-47	O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	27,5	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632127	HMS640L05	0	553,68	2	8,05	42-31, 4	Cc1ccc(C(C)C)c(Oc2cc(Cl)ccc2NC(=O)c2cc(Br)cc(Br)c2O)c1	MIC	'='	28,9	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632119	G 1026	0	638,03	2	6,39	42-21	O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(I)cc(I)c2O)ccc1Cl	MIC	'='	25,1	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632123	ZINC1920186	0	544,03	2	6,71	42-26	O=C(c1ccc(Cl)cc1)c1ccc(NC(=O)c2cc(Br)cc(Br)c2O)cc1Cl	MIC	'='	29,4	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632126	STK525264	0	613,23	2	7,08	42-30, 3	Cc1ccc(C(C)C)c(Oc2ccccc2NC(=O)c2cc(I)cc(I)c2O)c1	MIC	'='	26,1	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632110	STK076520	0	290,23	0	2,23	49-8	COC(=O)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1	MIC	'='	110,3	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632099	ZINC90794	0	333,33	0	3,45	49-12	CCOc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])o3)sc2c1	MIC	'='	96,0	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632101	CHEMBL1632101	0	395,4	0	4,18	49-14	CN1C(=O)c2ccccc2Sc2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc21	MIC	'='	80,9	nM	7,1				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631666	STK073190	0	439,92	1	5,48	42-5	O=C(Nc1cc(Cl)ccc1Cl)c1cc(Br)cc(Br)c1O	MIC	'='	36,4	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631669	HMS640D16	0	497,57	1	6,62	42-10	O=C(Nc1cc(Cl)ccc1Oc1ccccc1)c1cc(Br)cc(Br)c1O	MIC	'='	32,2	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631673	STK671026	0	558,05	2	7,02	42-14	Cc1ccc(C(=O)c2cc(Cl)cc(NC(=O)c3cc(Br)cc(Br)c3O)c2Cl)cc1	MIC	'='	28,7	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632103	ZINC1920190	0	509,58	2	6,05	42-18	O=C(c1ccccc1)c1cc(NC(=O)c2cc(Br)cc(Br)c2O)ccc1Cl	MIC	'='	31,4	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL315139	ZINC4005594	0	481,81	1	7,37	42-45	O=C(Nc1ccc(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	MIC	'='	33,2	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632102	Z30270262	0	348,32	0	3,98	49-15	O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc([N+](=O)[O-])o1	MIC	'='	91,9	nM	7,0				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632115	ZINC3894444	0	368,39	0	4,14	49-18	CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc([N+](=O)[O-])o3)ccc2n1	MIC	'='	86,9	nM	7,1				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632125	Oprea1_648515	0	515,61	2	6,12	42-29	O=C(c1ccc(NC(=O)c2cc(Br)cc(Br)c2O)c(Cl)c1)c1cccs1	MIC	'='	31,0	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632131	CHEMBL1632131	0	730,12	2	8,18	42-35, 5	O=C(c1ccc(Cl)cc1)c1ccc(Oc2ccc(Cl)cc2)c(NC(=O)c2cc(I)cc(I)c2O)c1	MIC	'='	21,9	nM	7,7				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631668	ZINC813270	0	405,47	0	4,82	42-8	O=C(Nc1cccc(Cl)c1)c1cc(Br)cc(Br)c1O	MIC	'='	39,5	nM	7,4				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632128	HMS640B17	0	519,23	2	7,39	42-32	Cc1ccc(C(C)C)c(Oc2ccccc2NC(=O)c2cc(Br)cc(Br)c2O)c1	MIC	'='	30,8	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1632104	CHEMBL1632104	0	509,23	2	7,77	42-19	CCCc1ccc(C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(Cl)cc(Br)c2O)c1	MIC	'='	31,4	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1400446	BDBM96280	0	281,25	0	1,6	49-4	NC(=O)c1ccsc1NC(=O)c1ccc([N+](=O)[O-])o1	MIC	'='	113,8	nM	6,9				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631670	STL041620	0	578,47	2	7,36	42-11	O=C(Nc1cc(Cl)cc(C(=O)c2ccc(Cl)cc2)c1Cl)c1cc(Br)cc(Br)c1O	MIC	'='	27,7	nM	7,6				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
Serratia	CHEMBL1631671	ST50227500	0	544,03	2	6,71	42-12	O=C(Nc1cc(Cl)cc(C(=O)c2ccccc2)c1Cl)c1cc(Br)cc(Br)c1O	MIC	'='	29,4	nM	7,5				UO_0000274					FALSE	CHEMBL1640429	Antimicrobial activity against Serratia marcescens ATCC 14756 after 18 to 24 hrs by alamar blue assay	F	BAO_0000218	organism-based format	Serratia marcescens	None	None	None	None				CHEMBL614593	Serratia marcescens	Serratia marcescens	ORGANISM	CHEMBL1629439	1	Scientific Literature	Bioorg. Med. Chem.	2010	None	
